,IMDB_titleID,IMDB_rating,IMDB_title_name
1142,/title/tt10922508/,7.3 based on 507 user ratings, Shelby American (2019) 
1143,/title/tt11194508/,4.7 based on 379 user ratings, Singapore Social (2019) (TV Series) 
1144,/title/tt2990140/,"7.1 based on 44,269 user ratings"," Crónicas de Navidad (2018) aka ""The Christmas Chronicles"" "
1145,/title/tt7094798/,7.4 based on 192 user ratings," A-reu-gon (2017) (TV Series) aka ""Argon"" "
1146,/title/tt7588584/,7.5 based on 370 user ratings, Barbra: The Music... The Mem'ries... The Magic! (2017) (TV Special) 
1147,/title/tt5516154/,"8.3 based on 49,527 user ratings", Godless (2017) (TV Mini-Series) 
1148,Not Found,Not Found,Not Found
1149,Not Found,Not Found,Not Found
1150,/title/tt2261700/,5.8 based on 360 user ratings," Tasher Desh (2012) aka ""The Land of Cards"" "
1151,/title/tt0267626/,"6.7 based on 59,160 user ratings", K-19: The Widowmaker (2002) 
1152,/title/tt0452702/,"6.2 based on 93,721 user ratings"," Habitación sin salida (2007) aka ""MoRtel"" "
1153,/title/tt10060094/,"5.5 based on 12,889 user ratings"," El caballero de la Navidad (2019) aka ""The Knight Before Christmas"" "
1154,/title/tt1683048/,"7.4 based on 4,872 user ratings", De Palma (2015) 
1155,/title/tt4799574/,"8.1 based on 3,125 user ratings"," Oh Naui Gwishinnim (2015) (TV Series) aka ""Oh My Ghost"" "
1156,Not Found,Not Found,Not Found
1157,/title/tt7665180/,7.1 based on 22 user ratings, All Together Now (2017) (TV Episode)  - Season 3 | Episode 0  - Beat Bugs (2016) (TV Series)  
1158,/title/tt7679532/,6.2 based on 540 user ratings, Brian Regan: Nunchucks and Flamethrowers (2017) (TV Special) 
1159,/title/tt6185286/,"6.8 based on 2,569 user ratings"," Salvar el capitalismo (2017) aka ""Saving Capitalism"" "
1160,/title/tt6113488/,"6.3 based on 7,672 user ratings"," El caso de Cristo (2017) aka ""The Case for Christ"" "
1161,/title/tt6268852/,7.1 based on 186 user ratings, Carlos Ballarta: El amor es de putos (2016) (TV Special) 
1162,/title/tt2103267/,"6.2 based on 31,951 user ratings"," Dos madres perfectas (2013) aka ""Adore"" "
1163,/title/tt11513508/,Not Found, Bangkok Buddies (2019) (TV Series) 
1164,/title/tt5512872/,"5.6 based on 3,572 user ratings", Be Somebody (2016) 
1165,/title/tt0115641/,"6.8 based on 51,021 user ratings"," Beavis y Butt-Head recorren América (1996) aka ""Beavis and Butt-Head Do America"" "
1166,/title/tt0103783/,"5.8 based on 4,699 user ratings"," Bébé's Kids (1992) aka ""Robin Harris' Bebe's Kids"" "
1167,/title/tt10883004/,"6.7 based on 5,210 user ratings"," Bikram: Yogui, gurú, depredador (2019) aka ""Bikram: Yogi, Guru, Predator"" "
1168,Not Found,Not Found,Not Found
1169,/title/tt0806203/,"6.0 based on 43,267 user ratings", Infectados (Carriers) (2009) 
1170,/title/tt10369210/,5.8 based on 130 user ratings," Dorasani (2019) aka ""Dorasaani"" "
1171,/title/tt4504438/,"7.4 based on 1,298 user ratings", Dream/Killer (2015) 
1172,/title/tt0251075/,"6.1 based on 118,711 user ratings", Evolution (2001) 
1173,Not Found,Not Found,Not Found
1174,/title/tt11243536/,6.5 based on 801 user ratings," Zeit der Geheimnisse (2019) (TV Mini-Series) aka ""Holiday Secrets"" "
1175,/title/tt0787475/,"6.7 based on 76,455 user ratings"," Flipado sobre ruedas (2007) aka ""Hot Rod"" "
1176,/title/tt0113442/,"5.9 based on 20,563 user ratings"," Dos por el precio de una (1995) aka ""It Takes Two"" "
1177,/title/tt11162992/,7.1 based on 438 user ratings," Lorena, La de pies ligeros (2019) (Short) aka ""Lorena, Light-footed Woman"" "
1178,/title/tt1638002/,"7.2 based on 119,984 user ratings"," Los imprevistos del amor (2014) aka ""Love, Rosie"" "
1179,/title/tt9742362/,8.5 based on 759 user ratings, Mallesham (2019) 
1180,/title/tt0064116/,"8.5 based on 299,127 user ratings"," Hasta que llegó su hora (1968) aka ""Once Upon a Time in the West"" "
1181,/title/tt0815236/,"6.4 based on 125,874 user ratings"," Ni en sueños (2010) aka ""She's Out of My League"" "
1182,Not Found,Not Found,Not Found
1183,/title/tt0983193/,"7.3 based on 214,822 user ratings"," Las aventuras de Tintín: El secreto del unicornio (2011) aka ""The Adventures of Tintin"" "
1184,/title/tt1560985/,"4.2 based on 34,702 user ratings"," Devil Inside (2012) aka ""The Devil Inside"" "
1185,/title/tt0116313/,"6.4 based on 42,981 user ratings"," El club de las primeras esposas (1996) aka ""The First Wives Club"" "
1186,Not Found,Not Found,Not Found
1187,/title/tt1092633/,"5.8 based on 20,664 user ratings"," Quemando ruedas (2009) aka ""The Goods: Live Hard, Sell Hard"" "
1188,Not Found,Not Found,Not Found
1189,/title/tt0811138/,"3.8 based on 50,125 user ratings"," El gurú del buen rollo (2008) aka ""The Love Guru"" "
1190,/title/tt0119978/,"7.2 based on 63,059 user ratings"," Legítima defensa, de John Grisham (1997) aka ""The Rainmaker"" "
1191,/title/tt0108550/,"7.8 based on 212,351 user ratings"," ¿A quién ama Gilbert Grape? (1993) aka ""What's Eating Gilbert Grape"" "
1192,/title/tt11269714/,"7.4 based on 2,073 user ratings", Who Killed Little Gregory? (2019) (TV Mini-Series) 
1193,/title/tt0469641/,"5.9 based on 77,278 user ratings", World Trade Center (2006) 
1194,/title/tt1625346/,"6.2 based on 79,814 user ratings", Young Adult (2011) 
1195,/title/tt0443295/,"5.5 based on 26,506 user ratings"," Míos, tuyos y nuestros (2005) aka ""Yours, Mine and Ours"" "
1196,/title/tt0443706/,"7.7 based on 455,014 user ratings", Zodiac (2007) 
1197,/title/tt9203064/,7.2 based on 63 user ratings, Kulipari: Dream Walker (2018) (TV Series) 
1198,Not Found,Not Found,Not Found
1199,/title/tt8861786/,4.0 based on 186 user ratings, Puppy Star Christmas (2018) 
1200,Not Found,Not Found,Not Found
1201,Not Found,Not Found,Not Found
1202,/title/tt7619858/,"7.7 based on 3,054 user ratings"," Todo el mundo a la mesa (2018) (TV Series) aka ""The Final Table"" "
1203,/title/tt9170648/,"7.3 based on 3,266 user ratings", Trevor Noah: Son of Patricia (2018) (TV Special) 
1204,/title/tt3904078/,6.2 based on 931 user ratings," 100 cosas que hacer antes de ir al instituto (2014) (TV Series) aka ""100 Things to Do Before High School"" "
1205,/title/tt3149536/,3.9 based on 419 user ratings," Paraíso mágico (2014) (TV Movie) aka ""A Fairly Odd Summer"" "
1206,/title/tt3596178/,"5.3 based on 1,390 user ratings"," Bella y los Bulldogs (2015) (TV Series) aka ""Bella and the Bulldogs"" "
1207,/title/tt2163203/,"6.5 based on 1,614 user ratings"," La gran película (2012) (TV Movie) aka ""Big Time Movie"" "
1208,/title/tt1270761/,"5.6 based on 46,761 user ratings"," No tengas miedo a la oscuridad (2010) aka ""Don't Be Afraid of the Dark"" "
1209,/title/tt5878476/,5.3 based on 334 user ratings, Escapa de la biblioteca del Sr. Lemoncello (2017) (TV Movie) 
1210,/title/tt5257726/,"7.6 based on 2,636 user ratings"," Hey Arnold!: The Jungle Movie (2017) (TV Movie) aka ""Hey Arnold! The Jungle Movie"" "
1211,/title/tt2934844/,"6.5 based on 1,157 user ratings"," La maldición de los Murphy (2013) (TV Movie) aka ""Jinxed"" "
1212,/title/tt5333842/,5.8 based on 703 user ratings, Legends of the Hidden Temple (2016) (TV Movie) 
1213,/title/tt4448304/,5.8 based on 794 user ratings," Mentira vampira (2015) (TV Movie) aka ""Liar, Liar, Vampire"" "
1214,/title/tt1633356/,"4.0 based on 24,592 user ratings"," Tiburón 3D: La presa (2011) aka ""Shark Night 3D"" "
1215,/title/tt1451423/,"6.0 based on 2,765 user ratings"," La leyenda del hombre lobo (2010) (TV Movie) aka ""The Boy Who Cried Werewolf"" "
1216,/title/tt3521770/,7.3 based on 63 user ratings, The Massively Mixed-Up Middle School Mystery (2015) (TV Short) 
1217,/title/tt8583378/,6.5 based on 509 user ratings, Ana e Vitória (2018) 
1218,/title/tt9203042/,7.9 based on 295 user ratings," Pequeñas grandes mentes (2018) (TV Series) aka ""Brainchild"" "
1219,/title/tt9046556/,"7.2 based on 1,111 user ratings", ReMastered: Tricky Dick and the Man in Black (2018) (TV Movie) 
1220,/title/tt8262802/,"5.7 based on 7,612 user ratings"," El calendario de Navidad (2018) aka ""The Holiday Calendar"" "
1221,/title/tt8866904/,7.0 based on 67 user ratings, The Judgement (2018) (TV Series) 
1222,/title/tt0069049/,"6.8 based on 6,059 user ratings"," Al otro lado del viento (2018) aka ""The Other Side of the Wind"" "
1223,/title/tt6893836/,"7.4 based on 4,191 user ratings", Me amarán cuando esté muerto (2018) 
1224,/title/tt1659253/,"6.5 based on 1,798 user ratings", Thorne: Scaredycat (2010) 
1225,/title/tt1610518/,"6.8 based on 2,663 user ratings", Thorne: Sleepyhead (2010) (TV Mini-Series) 
1226,/title/tt11163008/,"6.5 based on 1,236 user ratings", Iliza Shlesinger: Unveiled (2019) (TV Special) 
1227,/title/tt1507703/,Not Found, Joe Gets Culinary (2006) (TV Episode)  - Season 2 | Episode 5  - Joe Gets (2005) (TV Series)  
1228,/title/tt11215130/,5.5 based on 67 user ratings," No Hay Tiempo Para La Vergüenza (2019) (TV Series) aka ""No Time for Shame"" "
1229,/title/tt2345525/,"7.5 based on 2,844 user ratings", Donald Glover: Weirdo (2012) (TV Special) 
1230,/title/tt1059955/,"7.8 based on 5,871 user ratings"," La historia de Pixar (2007) aka ""The Pixar Story"" "
1231,Not Found,Not Found,Not Found
1232,/title/tt6257714/,6.8 based on 902 user ratings, Colin Quinn: The New York Story (2016) (TV Special) 
1233,/title/tt4730986/,"7.4 based on 8,633 user ratings"," Divinas (2016) aka ""Divines"" "
1234,/title/tt5677942/,8.7 based on 546 user ratings, La niña (2016) (TV Series) 
1235,/title/tt5728684/,"7.2 based on 4,710 user ratings", Sour Grapes (2016) 
1236,/title/tt3282858/,"5.5 based on 9,347 user ratings"," La lista de no besar de Naomi y Ely (2015) aka ""Naomi and Ely's No Kiss List"" "
1237,Not Found,Not Found,Not Found
1238,/title/tt11330500/,5.4 based on 14 user ratings, Candy Online (2019) (TV Series) 
1239,/title/tt6488862/,"8.4 based on 1,558 user ratings"," Three Lives Three Worlds, Ten Miles of Peach Blossom (2017) (TV Series) aka ""Eternal Love"" "
1240,/title/tt5663590/,6.8 based on 501 user ratings, La Doña (2016) (TV Series) 
1241,/title/tt5663544/,7.4 based on 255 user ratings, Silvana Sin Lana (2016) (TV Series) 
1242,/title/tt7608418/,"5.8 based on 15,691 user ratings"," Un príncipe de Navidad (2017) aka ""A Christmas Prince"" "
1243,/title/tt7214762/,"7.7 based on 22,749 user ratings"," Jim y Andy (2017) aka ""Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton"" "
1244,/title/tt8672310/,3.4 based on 8 user ratings, Krish Trish and Baltiboy: Face Your Fears (2017) 
1245,/title/tt2396589/,"7.4 based on 41,439 user ratings", Mudbound (2017) 
1246,/title/tt3922810/,3.1 based on 681 user ratings, Santa Claws (2014) 
1247,/title/tt7644680/,"8.0 based on 1,490 user ratings", Shot in the Dark (2017) (TV Series) 
1248,/title/tt5839454/,"6.7 based on 6,508 user ratings", Paranoid (2016) (TV Mini-Series) 
1249,/title/tt0780504/,"7.8 based on 564,523 user ratings", Drive (I) (2011) 
1250,/title/tt3038708/,"5.0 based on 8,200 user ratings", Iron Sky: The Coming Race (2019) 
1251,/title/tt4209802/,7.1 based on 774 user ratings, Jeff Dunham: All Over the Map (2014) (TV Special) 
1252,/title/tt3077214/,"6.9 based on 37,789 user ratings"," Sufragistas (2015) aka ""Suffragette - Taten statt Worte"" "
1253,/title/tt2403021/,"5.3 based on 38,371 user ratings"," El infierno verde (2013) aka ""The Green Inferno"" "
1254,Not Found,Not Found,Not Found
1255,/title/tt0074419/,4.8 based on 718 user ratings," Perros asesinos (1976) aka ""Dogs"" "
1256,Not Found,Not Found,Not Found
1257,/title/tt8714904/,"8.4 based on 57,907 user ratings"," Narcos: México (2018) (TV Series) aka ""Narcos: Mexico"" "
1258,/title/tt7489816/,"6.8 based on 11,833 user ratings"," Le jeu (2018) aka ""Nothing to Hide"" "
1259,/title/tt6412452/,"7.3 based on 118,583 user ratings"," La balada de Buster Scruggs (2018) aka ""The Ballad of Buster Scruggs"" "
1260,/title/tt8954732/,"6.0 based on 19,391 user ratings"," Cambio de princesa (2018) aka ""The Princess Switch"" "
1261,/title/tt8961530/,5.3 based on 370 user ratings, Vai Anitta (2018) (TV Series) 
1262,/title/tt0472033/,"7.1 based on 132,363 user ratings", Número 9 (I) (2009) 
1263,/title/tt8612066/,7.2 based on 22 user ratings, At the Dolphin Bay (2003) (TV Series) 
1264,/title/tt8178486/,"5.9 based on 12,126 user ratings"," La música del terremoto (2019) aka ""Earthquake Bird"" "
1265,/title/tt10577906/,6.8 based on 208 user ratings, El sendero de la anaconda (2019) 
1266,/title/tt11162974/,6.0 based on 66 user ratings," Go! La Fiesta Inolvidable (2019) aka ""Go! The Unforgettable Party"" "
1267,/title/tt10638296/,6.2 based on 248 user ratings, Guna 369 (2019) 
1268,Not Found,Not Found,Not Found
1269,/title/tt6233916/,6.6 based on 125 user ratings, I'm with the Band: Nasty Cherry (2019) (TV Series) 
1270,/title/tt3810752/,Not Found, Inheritors (2013) (Short) 
1271,/title/tt1909796/,"7.6 based on 1,322 user ratings"," K-On!: La película (2011) aka ""K-On! The Movie"" "
1272,/title/tt4729430/,"8.2 based on 79,439 user ratings", Klaus (2019) 
1273,/title/tt6357220/,6.0 based on 17 user ratings," Heaven's Wedding Gown (2004) (TV Series) aka ""La Robe de Mariee des Cieux"" "
1274,/title/tt1216492/,"6.5 based on 93,272 user ratings"," Tenías que ser tú (2010) aka ""Leap Year"" "
1275,/title/tt6286390/,6.6 based on 19 user ratings, My MVP Valentine (2002) (TV Series) 
1276,/title/tt0293715/,"8.0 based on 45,046 user ratings", My Sassy Girl (2001) 
1277,Not Found,Not Found,Not Found
1278,/title/tt4875844/,"7.2 based on 1,801 user ratings", The 24 Hour War (2016) 
1279,/title/tt10833132/,6.3 based on 607 user ratings," El Club (2019) (TV Series) aka ""The Club"" "
1280,/title/tt2591814/,"7.5 based on 33,625 user ratings"," El jardín de las palabras (2013) aka ""The Garden of Words"" "
1281,/title/tt9310400/,6.3 based on 923 user ratings, The Stranded (2019) (TV Series) 
1282,/title/tt4113078/,8.0 based on 467 user ratings," Westside (2015) (TV Series) aka ""Westside Story"" "
1283,/title/tt8066304/,6.6 based on 108 user ratings, Aalorukkam (2018) 
1284,/title/tt6348126/,6.5 based on 223 user ratings," Beyblade Burst (2016) (TV Series) aka ""Beyblade Burst Evolution"" "
1285,/title/tt7074092/,"4.3 based on 4,627 user ratings"," Navidad nupcial (2017) (TV Movie) aka ""Christmas Wedding Planner"" "
1286,/title/tt8136908/,7.2 based on 362 user ratings, Halkaa (2018) 
1287,/title/tt7408358/,7.3 based on 64 user ratings, Mala Kahich Problem Nahi (2017) 
1288,/title/tt8765496/,"6.0 based on 3,262 user ratings"," Que el diablo te lleve (2018) aka ""May the Devil Take You"" "
1289,/title/tt5473696/,6.8 based on 71 user ratings, Muzaffarnagar Baaqi Hai (2015) 
1290,/title/tt8731842/,7.1 based on 87 user ratings, Odu Raja Odu (2018) 
1291,/title/tt3587396/,"7.7 based on 3,175 user ratings", Only the Dead (2015) 
1292,/title/tt7734662/,7.4 based on 111 user ratings, Pimpal (2017) 
1293,/title/tt8396120/,5.9 based on 236 user ratings, Savita Damodar Paranjpe (2018) 
1294,/title/tt6241352/,4.7 based on 27 user ratings, Shopkins: Chef Club (2016) (Short) 
1295,/title/tt8059506/,5.3 based on 51 user ratings, Shopkins Wild (2018) 
1296,/title/tt7437462/,4.7 based on 23 user ratings," Shopkins World Vacation (2017) aka ""Shopkins: World Vacation"" "
1297,Not Found,Not Found,Not Found
1298,Not Found,Not Found,Not Found
1299,/title/tt5235880/,"3.1 based on 3,777 user ratings", A Flying Jatt (2016) 
1300,/title/tt7762152/,5.7 based on 22 user ratings, Chuck Chicken (2015) (TV Series) 
1301,/title/tt0449306/,"4.7 based on 3,202 user ratings", Lucky: No Time for Love (2005) 
1302,/title/tt3874528/,"7.3 based on 2,211 user ratings"," Mahouka koukou no rettousei (2014) (TV Series) aka ""The Irregular at Magic High School"" "
1303,/title/tt5135336/,"7.4 based on 2,136 user ratings"," Metod (2015) (TV Mini-Series) aka ""The Method"" "
1304,/title/tt3787402/,6.9 based on 569 user ratings, Brown Nation (2016) (TV Series) 
1305,/title/tt6959666/,4.8 based on 62 user ratings, Dieter Nuhr: Nuhr in Berlin (2016) (TV Special) 
1306,/title/tt2354223/,6.5 based on 143 user ratings, Mumbai Cha Raja (2012) 
1307,/title/tt1494191/,"8.6 based on 8,233 user ratings"," La historia no contada de los Estados Unidos (2012) (TV Mini-Series) aka ""Oliver Stone's Untold History of the United States"" "
1308,/title/tt10432050/,6.3 based on 84 user ratings, Clarence Clemons: Who Do I Think I Am? (2019) 
1309,/title/tt11168150/,5.5 based on 31 user ratings, Fadily Camara: La plus drôle de tes copines (2019) (TV Special) 
1310,/title/tt11281912/,4.1 based on 9 user ratings, My Dear Warrior (2019) (TV Series) 
1311,/title/tt7288084/,6.1 based on 381 user ratings, DeRay Davis: How to Act Black (2017) (TV Special) 
1312,Not Found,Not Found,Not Found
1313,/title/tt3804556/,"7.0 based on 2,139 user ratings", Chelsea Peretti: One of the Greats (2014) (TV Special) 
1314,/title/tt1702425/,"5.5 based on 20,147 user ratings", Casa de mi Padre (2012) 
1315,/title/tt11168104/,7.3 based on 639 user ratings," Maradona en Sinaloa (2019) (TV Mini-Series) aka ""Maradona in Mexico"" "
1316,/title/tt5938084/,"5.8 based on 1,609 user ratings", BuyBust (2018) 
1317,/title/tt9203030/,7.1 based on 76 user ratings, Loudon Wainwright III: Surviving Twin (2018) 
1318,/title/tt5743796/,"8.2 based on 12,927 user ratings", Warrior (2019) (TV Series) 
1319,/title/tt4283892/,"7.3 based on 2,080 user ratings", Chasing Trane: The John Coltrane Documentary (2016) 
1320,/title/tt5069564/,"8.0 based on 6,717 user ratings", John Mulaney: The Comeback Kid (2015) (TV Special) 
1321,/title/tt4574708/,"7.4 based on 3,683 user ratings", W/ Bob and David (2015) (TV Series) 
1322,/title/tt11108064/,5.9 based on 347 user ratings, Jeff Garlin: Our Man in Chicago (2019) (TV Special) 
1323,/title/tt4062536/,"7.0 based on 106,252 user ratings", Green Room (2015) 
1324,/title/tt7043176/,7.8 based on 397 user ratings, Long Time Running (2017) 
1325,/title/tt1315981/,"7.6 based on 105,105 user ratings"," Un hombre soltero (2009) aka ""A Single Man"" "
1326,/title/tt10265158/,8.0 based on 727 user ratings, Put Your Head on My Shoulder (2019) (TV Series) 
1327,Not Found,Not Found,Not Found
1328,/title/tt10413458/,7.4 based on 62 user ratings, To Be of Service (2019) 
1329,/title/tt4738174/,"6.7 based on 3,739 user ratings", Bon Cop Bad Cop 2 (2017) 
1330,Not Found,Not Found,Not Found
1331,/title/tt1542768/,"5.9 based on 19,989 user ratings"," Memorias de un asesino internacional (2016) aka ""True Memoirs of an International Assassin"" "
1332,/title/tt8107992/,7.3 based on 553 user ratings, Age of Tanks (2017) (TV Mini-Series) 
1333,/title/tt2758950/,"6.8 based on 28,122 user ratings", Helix (2014) (TV Series) 
1334,Not Found,Not Found,Not Found
1335,/title/tt1717578/,"8.4 based on 4,784 user ratings", Bill Burr: Let It Go (2010) (TV Special) 
1336,/title/tt7931520/,7.0 based on 94 user ratings, Blazing Transfer Students (2017) (TV Series) 
1337,Not Found,Not Found,Not Found
1338,/title/tt7160286/,5.5 based on 78 user ratings, Natalia Valdebenito: Gritona (2017) (TV Special) 
1339,Not Found,Not Found,Not Found
1340,/title/tt6953928/,7.6 based on 464 user ratings," Einsatzgruppen: Los escuadrones nazis de la muerte (2009) (TV Series) aka ""Einsatzgruppen: The Nazi Death Squads"" "
1341,/title/tt6264486/,6.9 based on 455 user ratings, Kathleen Madigan: Bothering Jesus (2016) (Video) 
1342,/title/tt5819414/,4.4 based on 852 user ratings, 100% Hotter (2016) (TV Series) 
1343,/title/tt0450232/,"6.6 based on 125,669 user ratings"," 16 calles (2006) aka ""16 Blocks"" "
1344,/title/tt0118531/,"6.7 based on 21,977 user ratings"," 187, más mentes peligrosas (1997) "
1345,/title/tt8296660/,5.3 based on 839 user ratings," Lo nunca visto (2019) aka ""A Remarkable Tale"" "
1346,/title/tt5428494/,7.4 based on 349 user ratings, A Year in Space (2015) (TV Series) 
1347,/title/tt8548830/,"6.4 based on 1,179 user ratings", Ad Vitam (2018) (TV Series) 
1348,/title/tt0120586/,"8.5 based on 1,023,934 user ratings", American History X (1998) 
1349,/title/tt9664078/,"5.7 based on 6,094 user ratings", American Son (2019) 
1350,/title/tt0305224/,"6.3 based on 201,781 user ratings"," Ejecutivo agresivo (2003) aka ""Anger Management"" "
1351,/title/tt6423664/,6.7 based on 305 user ratings, Apache Warrior (2017) 
1352,Not Found,Not Found,Not Found
1353,/title/tt0053622/,"6.4 based on 5,702 user ratings"," Una mujer marcada (1960) aka ""Butterfield 8"" "
1354,/title/tt0051459/,"8.0 based on 44,479 user ratings"," La gata sobre el tejado de zinc (1958) aka ""Cat on a Hot Tin Roof"" "
1355,Not Found,Not Found,Not Found
1356,Not Found,Not Found,Not Found
1357,/title/tt8255490/,5.1 based on 544 user ratings," Surviving Christmas with the Relatives (2018) aka ""Christmas Survival"" "
1358,/title/tt0069890/,"5.9 based on 2,582 user ratings", Cleopatra Jones (1973) 
1359,/title/tt0462229/,"4.6 based on 11,194 user ratings"," Código negro (2007) aka ""Code Name: The Cleaner"" "
1360,/title/tt0059113/,"8.0 based on 68,971 user ratings", Doctor Zhivago (1965) 
1361,Not Found,Not Found,Not Found
1362,/title/tt4177856/,5.0 based on 665 user ratings, Elliot the Littlest Reindeer (2018) 
1363,/title/tt0070034/,"7.7 based on 95,354 user ratings"," Operación Dragón (1973) aka ""Enter the Dragon"" "
1364,Not Found,Not Found,Not Found
1365,/title/tt0116253/,"6.4 based on 50,190 user ratings"," Decisión crítica (1996) aka ""Executive Decision"" "
1366,/title/tt0119099/,"7.0 based on 74,282 user ratings", Fallen (1998) 
1367,/title/tt0120669/,"7.6 based on 257,429 user ratings"," Miedo y asco en Las Vegas (1998) aka ""Fear and Loathing in Las Vegas"" "
1368,/title/tt11127056/,7.4 based on 604 user ratings, Fire in Paradise (2019) (Short) 
1369,/title/tt0049223/,"7.6 based on 44,847 user ratings"," Planeta prohibido (1956) aka ""Forbidden Planet"" "
1370,Not Found,Not Found,Not Found
1371,Not Found,Not Found,Not Found
1372,/title/tt0280707/,"7.2 based on 79,687 user ratings", Gosford Park (2001) 
1373,/title/tt0348836/,"5.8 based on 105,422 user ratings", Gothika (2003) 
1374,/title/tt0077631/,"7.2 based on 236,991 user ratings", Grease (1978) 
1375,/title/tt8575476/,6.4 based on 855 user ratings, Hache (2019) (TV Series) 
1376,/title/tt0482610/,7.3 based on 94 user ratings, The Harlem Globetrotters: The Team That Changed the World (2005) (TV Movie) 
1377,/title/tt10687170/,7.0 based on 76 user ratings, Hello Ninja (2019) (TV Series) 
1378,/title/tt8510488/,"6.1 based on 10,736 user ratings"," Safari por Navidad (2019) aka ""Holiday in the Wild"" "
1379,/title/tt6268734/,5.1 based on 351 user ratings, Holly Star (2018) 
1380,/title/tt4795124/,"6.0 based on 13,820 user ratings"," Instrucciones para ser un latin lover (2017) aka ""How to Be a Latin Lover"" "
1381,/title/tt0119326/,"5.4 based on 8,650 user ratings", How to Be a Player (1997) 
1382,/title/tt1057500/,"7.3 based on 148,712 user ratings", Invictus (2009) 
1383,Not Found,Not Found,Not Found
1384,/title/tt0388183/,"4.4 based on 3,575 user ratings"," El rey del timo (2005) aka ""King's Ransom"" "
1385,Not Found,Not Found,Not Found
1386,/title/tt0103994/,"7.1 based on 16,789 user ratings"," Como agua para chocolate (1992) aka ""Like Water for Chocolate"" "
1387,/title/tt0102315/,6.1 based on 162 user ratings, Listen Up: The Lives of Quincy Jones (1990) 
1388,/title/tt0074812/,"6.8 based on 51,224 user ratings"," La fuga de Logan (1976) aka ""Logan's Run"" "
1389,/title/tt0056193/,"7.6 based on 91,686 user ratings", Lolita (1962) 
1390,/title/tt0119572/,"7.5 based on 3,852 user ratings"," Lovejones (1997) aka ""Love Jones"" "
1391,/title/tt0951216/,"5.8 based on 20,370 user ratings"," Tres mujeres y un plan (2008) aka ""Mad Money"" "
1392,/title/tt1634208/,"8.0 based on 4,744 user ratings"," Kaichou wa meido-sama! (2010) (TV Series) aka ""Kaichou wa Maid-sama!"" "
1393,/title/tt0119695/,"6.2 based on 27,323 user ratings"," El dinero es lo primero (1997) aka ""Money Talks"" "
1394,/title/tt0385880/,"6.6 based on 99,912 user ratings", Monster House (2006) 
1395,Not Found,Not Found,Not Found
1396,/title/tt0457510/,"5.8 based on 80,847 user ratings"," Super Nacho (2006) aka ""Nacho Libre"" "
1397,/title/tt0107659/,"6.2 based on 44,063 user ratings"," Con el arma a punto (1993) aka ""National Lampoon's Loaded Weapon 1"" "
1398,Not Found,Not Found,Not Found
1399,/title/tt0259484/,"7.1 based on 10,524 user ratings", Paid in Full (2002) 
1400,/title/tt10971532/,"8.2 based on 1,886 user ratings"," Queer Eye: ¡Estamos en Japón! (2019) (TV Series) aka ""Queer Eye: We're in Japan!"" "
1401,/title/tt0048545/,"7.7 based on 82,449 user ratings"," Rebelde sin causa (1955) aka ""Rebel Without a Cause"" "
1402,/title/tt0959337/,"7.3 based on 194,561 user ratings", Revolutionary Road (2008) 
1403,/title/tt0063522/,"8.0 based on 191,214 user ratings"," La semilla del diablo (1968) aka ""Rosemary's Baby"" "
1404,/title/tt0128442/,"7.3 based on 141,419 user ratings", Rounders (1998) 
1405,/title/tt0113326/,"6.8 based on 38,500 user ratings"," Duro de matar (1995) aka ""Rumble in the Bronx"" "
1406,/title/tt7315570/,5.1 based on 828 user ratings, Santa Girl (2019) 
1407,/title/tt0117666/,"8.0 based on 86,238 user ratings"," El otro lado de la vida (1996) aka ""Sling Blade"" "
1408,Not Found,Not Found,Not Found
1409,/title/tt0413300/,"6.2 based on 494,123 user ratings", Spider-Man 3 (2007) 
1410,/title/tt5913184/,7.5 based on 931 user ratings," Spitfire (III) (2018) aka ""Spitfire: The Plane that Saved the World"" "
1411,/title/tt0838283/,"6.9 based on 265,516 user ratings"," Hermanos por pelotas (2008) aka ""Step Brothers"" "
1412,Not Found,Not Found,Not Found
1413,/title/tt0476964/,"6.7 based on 58,030 user ratings"," La extraña que hay en ti (2007) aka ""The Brave One"" "
1414,/title/tt2739338/,"6.2 based on 1,757 user ratings", The Christmas Candle (2013) 
1415,/title/tt0059037/,"7.3 based on 15,095 user ratings"," El rey del juego (1965) aka ""The Cincinnati Kid"" "
1416,/title/tt0119174/,"7.8 based on 340,608 user ratings", The Game (1997) 
1417,/title/tt0326905/,"6.7 based on 21,134 user ratings"," El gran rescate (2005) aka ""The Great Raid"" "
1418,Not Found,Not Found,Not Found
1419,/title/tt7984766/,"7.2 based on 83,983 user ratings", The King (I) (2019) 
1420,/title/tt0102266/,"7.0 based on 91,978 user ratings"," El último Boy Scout (1991) aka ""The Last Boy Scout"" "
1421,/title/tt9646240/,"6.4 based on 1,848 user ratings"," El hombre sin gravedad (2019) aka ""The Man Without Gravity"" "
1422,/title/tt0133093/,"8.7 based on 1,652,069 user ratings"," Matrix (1999) aka ""The Matrix"" "
1423,/title/tt0234215/,"7.2 based on 510,243 user ratings"," Matrix Reloaded (2003) aka ""The Matrix Reloaded"" "
