,genre,country,count
880,Kids' TV,Slovenia,0
881,Kids' TV,Somalia,0
882,Kids' TV,South Africa,0
883,Kids' TV,South Korea,16
884,Kids' TV,Soviet Union,0
885,Kids' TV,Spain,3
886,Kids' TV,Sweden,1
887,Kids' TV,Switzerland,0
888,Kids' TV,Taiwan,0
889,Kids' TV,Thailand,1
890,Kids' TV,Turkey,0
891,Kids' TV,United Arab Emirates,0
892,Kids' TV,United Kingdom,22
893,Kids' TV,United States,159
894,Kids' TV,Uruguay,0
895,Kids' TV,Venezuela,0
896,Movies,Argentina,1
897,Movies,Australia,3
898,Movies,Austria,0
899,Movies,Belgium,0
900,Movies,Brazil,0
901,Movies,Bulgaria,0
902,Movies,Cambodia,0
903,Movies,Canada,5
904,Movies,Chile,0
905,Movies,China,0
906,Movies,Colombia,0
907,Movies,Croatia,0
908,Movies,Cyprus,0
909,Movies,Czech Republic,0
910,Movies,Denmark,0
911,Movies,Egypt,0
912,Movies,Finland,0
913,Movies,France,1
914,Movies,Georgia,0
915,Movies,Germany,2
916,Movies,Ghana,0
917,Movies,Hong Kong,0
918,Movies,Iceland,0
919,Movies,India,0
920,Movies,Indonesia,0
921,Movies,Iran,0
922,Movies,Ireland,0
923,Movies,Israel,0
924,Movies,Italy,0
925,Movies,Japan,2
926,Movies,Lebanon,0
927,Movies,Malaysia,0
928,Movies,Mauritius,0
929,Movies,Mexico,1
930,Movies,Netherlands,0
931,Movies,New Zealand,0
932,Movies,Norway,0
933,Movies,Pakistan,0
934,Movies,Paraguay,0
935,Movies,Peru,0
936,Movies,Philippines,0
937,Movies,Poland,0
938,Movies,Portugal,0
939,Movies,Romania,0
940,Movies,Russia,0
941,Movies,Saudi Arabia,0
942,Movies,Serbia,0
943,Movies,Singapore,0
944,Movies,Slovenia,0
945,Movies,Somalia,0
946,Movies,South Africa,0
947,Movies,South Korea,1
948,Movies,Soviet Union,0
949,Movies,Spain,3
950,Movies,Sweden,0
951,Movies,Switzerland,0
952,Movies,Taiwan,0
953,Movies,Thailand,0
954,Movies,Turkey,0
955,Movies,United Arab Emirates,0
956,Movies,United Kingdom,3
957,Movies,United States,23
958,Movies,Uruguay,0
959,Movies,Venezuela,0
960,Music & Musicals,Argentina,3
961,Music & Musicals,Australia,3
962,Music & Musicals,Austria,0
963,Music & Musicals,Belgium,2
964,Music & Musicals,Brazil,0
965,Music & Musicals,Bulgaria,0
966,Music & Musicals,Cambodia,0
967,Music & Musicals,Canada,9
968,Music & Musicals,Chile,0
969,Music & Musicals,China,1
970,Music & Musicals,Colombia,0
971,Music & Musicals,Croatia,0
972,Music & Musicals,Cyprus,0
973,Music & Musicals,Czech Republic,0
974,Music & Musicals,Denmark,0
975,Music & Musicals,Egypt,2
976,Music & Musicals,Finland,1
977,Music & Musicals,France,3
978,Music & Musicals,Georgia,0
979,Music & Musicals,Germany,6
980,Music & Musicals,Ghana,0
981,Music & Musicals,Hong Kong,0
982,Music & Musicals,Iceland,0
983,Music & Musicals,India,92
984,Music & Musicals,Indonesia,0
985,Music & Musicals,Iran,0
986,Music & Musicals,Ireland,0
987,Music & Musicals,Israel,0
988,Music & Musicals,Italy,3
989,Music & Musicals,Japan,3
990,Music & Musicals,Lebanon,0
991,Music & Musicals,Malaysia,0
992,Music & Musicals,Mauritius,0
993,Music & Musicals,Mexico,2
994,Music & Musicals,Netherlands,1
995,Music & Musicals,New Zealand,0
996,Music & Musicals,Norway,0
997,Music & Musicals,Pakistan,3
998,Music & Musicals,Paraguay,0
999,Music & Musicals,Peru,0
1000,Music & Musicals,Philippines,0
1001,Music & Musicals,Poland,0
1002,Music & Musicals,Portugal,0
1003,Music & Musicals,Romania,0
1004,Music & Musicals,Russia,0
1005,Music & Musicals,Saudi Arabia,0
1006,Music & Musicals,Serbia,0
1007,Music & Musicals,Singapore,0
1008,Music & Musicals,Slovenia,0
1009,Music & Musicals,Somalia,0
1010,Music & Musicals,South Africa,0
1011,Music & Musicals,South Korea,1
1012,Music & Musicals,Soviet Union,1
1013,Music & Musicals,Spain,4
1014,Music & Musicals,Sweden,3
1015,Music & Musicals,Switzerland,0
1016,Music & Musicals,Taiwan,1
1017,Music & Musicals,Thailand,1
1018,Music & Musicals,Turkey,1
1019,Music & Musicals,United Arab Emirates,0
1020,Music & Musicals,United Kingdom,23
1021,Music & Musicals,United States,77
1022,Music & Musicals,Uruguay,0
1023,Music & Musicals,Venezuela,0
1024,Reality TV,Argentina,1
1025,Reality TV,Australia,9
1026,Reality TV,Austria,0
1027,Reality TV,Belgium,0
1028,Reality TV,Brazil,3
1029,Reality TV,Bulgaria,0
1030,Reality TV,Cambodia,0
1031,Reality TV,Canada,7
1032,Reality TV,Chile,0
1033,Reality TV,China,0
1034,Reality TV,Colombia,0
1035,Reality TV,Croatia,0
1036,Reality TV,Cyprus,0
1037,Reality TV,Czech Republic,1
1038,Reality TV,Denmark,0
1039,Reality TV,Egypt,0
1040,Reality TV,Finland,0
1041,Reality TV,France,2
1042,Reality TV,Georgia,0
1043,Reality TV,Germany,2
1044,Reality TV,Ghana,0
1045,Reality TV,Hong Kong,0
1046,Reality TV,Iceland,0
1047,Reality TV,India,2
1048,Reality TV,Indonesia,0
1049,Reality TV,Iran,0
1050,Reality TV,Ireland,0
1051,Reality TV,Israel,0
1052,Reality TV,Italy,0
1053,Reality TV,Japan,8
1054,Reality TV,Lebanon,0
1055,Reality TV,Malaysia,0
1056,Reality TV,Mauritius,0
1057,Reality TV,Mexico,3
1058,Reality TV,Netherlands,0
1059,Reality TV,New Zealand,1
1060,Reality TV,Norway,0
1061,Reality TV,Pakistan,0
1062,Reality TV,Paraguay,0
1063,Reality TV,Peru,0
1064,Reality TV,Philippines,0
1065,Reality TV,Poland,0
1066,Reality TV,Portugal,0
1067,Reality TV,Romania,0
1068,Reality TV,Russia,0
1069,Reality TV,Saudi Arabia,0
1070,Reality TV,Serbia,0
1071,Reality TV,Singapore,2
1072,Reality TV,Slovenia,0
1073,Reality TV,Somalia,0
1074,Reality TV,South Africa,0
1075,Reality TV,South Korea,4
1076,Reality TV,Soviet Union,0
1077,Reality TV,Spain,1
1078,Reality TV,Sweden,0
1079,Reality TV,Switzerland,0
1080,Reality TV,Taiwan,0
1081,Reality TV,Thailand,0
1082,Reality TV,Turkey,0
1083,Reality TV,United Arab Emirates,0
1084,Reality TV,United Kingdom,27
1085,Reality TV,United States,68
1086,Reality TV,Uruguay,0
1087,Reality TV,Venezuela,0
1088,Romantic Movies,Argentina,3
1089,Romantic Movies,Australia,3
1090,Romantic Movies,Austria,0
1091,Romantic Movies,Belgium,3
1092,Romantic Movies,Brazil,1
1093,Romantic Movies,Bulgaria,0
1094,Romantic Movies,Cambodia,0
1095,Romantic Movies,Canada,16
1096,Romantic Movies,Chile,0
1097,Romantic Movies,China,9
1098,Romantic Movies,Colombia,2
1099,Romantic Movies,Croatia,0
1100,Romantic Movies,Cyprus,0
1101,Romantic Movies,Czech Republic,0
1102,Romantic Movies,Denmark,1
1103,Romantic Movies,Egypt,5
1104,Romantic Movies,Finland,0
1105,Romantic Movies,France,18
1106,Romantic Movies,Georgia,0
1107,Romantic Movies,Germany,7
1108,Romantic Movies,Ghana,0
1109,Romantic Movies,Hong Kong,10
1110,Romantic Movies,Iceland,0
1111,Romantic Movies,India,91
1112,Romantic Movies,Indonesia,14
1113,Romantic Movies,Iran,0
1114,Romantic Movies,Ireland,4
1115,Romantic Movies,Israel,0
1116,Romantic Movies,Italy,3
1117,Romantic Movies,Japan,4
1118,Romantic Movies,Lebanon,0
1119,Romantic Movies,Malaysia,1
1120,Romantic Movies,Mauritius,0
1121,Romantic Movies,Mexico,6
1122,Romantic Movies,Netherlands,3
1123,Romantic Movies,New Zealand,0
1124,Romantic Movies,Norway,1
1125,Romantic Movies,Pakistan,4
1126,Romantic Movies,Paraguay,0
1127,Romantic Movies,Peru,1
1128,Romantic Movies,Philippines,20
1129,Romantic Movies,Poland,2
1130,Romantic Movies,Portugal,1
1131,Romantic Movies,Romania,1
1132,Romantic Movies,Russia,0
1133,Romantic Movies,Saudi Arabia,1
1134,Romantic Movies,Serbia,0
1135,Romantic Movies,Singapore,1
1136,Romantic Movies,Slovenia,0
1137,Romantic Movies,Somalia,0
1138,Romantic Movies,South Africa,2
1139,Romantic Movies,South Korea,1
1140,Romantic Movies,Soviet Union,1
1141,Romantic Movies,Spain,9
1142,Romantic Movies,Sweden,1
1143,Romantic Movies,Switzerland,0
1144,Romantic Movies,Taiwan,2
1145,Romantic Movies,Thailand,9
1146,Romantic Movies,Turkey,16
1147,Romantic Movies,United Arab Emirates,0
1148,Romantic Movies,United Kingdom,23
1149,Romantic Movies,United States,133
1150,Romantic Movies,Uruguay,0
1151,Romantic Movies,Venezuela,0
1152,Romantic TV Shows,Argentina,1
1153,Romantic TV Shows,Australia,2
1154,Romantic TV Shows,Austria,0
1155,Romantic TV Shows,Belgium,0
1156,Romantic TV Shows,Brazil,1
1157,Romantic TV Shows,Bulgaria,0
1158,Romantic TV Shows,Cambodia,0
1159,Romantic TV Shows,Canada,2
1160,Romantic TV Shows,Chile,0
1161,Romantic TV Shows,China,18
1162,Romantic TV Shows,Colombia,2
1163,Romantic TV Shows,Croatia,0
1164,Romantic TV Shows,Cyprus,0
1165,Romantic TV Shows,Czech Republic,0
1166,Romantic TV Shows,Denmark,0
1167,Romantic TV Shows,Egypt,2
1168,Romantic TV Shows,Finland,0
1169,Romantic TV Shows,France,2
1170,Romantic TV Shows,Georgia,0
1171,Romantic TV Shows,Germany,0
1172,Romantic TV Shows,Ghana,0
1173,Romantic TV Shows,Hong Kong,1
1174,Romantic TV Shows,Iceland,0
1175,Romantic TV Shows,India,6
1176,Romantic TV Shows,Indonesia,1
1177,Romantic TV Shows,Iran,0
1178,Romantic TV Shows,Ireland,0
1179,Romantic TV Shows,Israel,0
1180,Romantic TV Shows,Italy,0
1181,Romantic TV Shows,Japan,17
1182,Romantic TV Shows,Lebanon,1
1183,Romantic TV Shows,Malaysia,1
1184,Romantic TV Shows,Mauritius,0
1185,Romantic TV Shows,Mexico,5
1186,Romantic TV Shows,Netherlands,0
1187,Romantic TV Shows,New Zealand,0
1188,Romantic TV Shows,Norway,1
1189,Romantic TV Shows,Pakistan,4
1190,Romantic TV Shows,Paraguay,0
1191,Romantic TV Shows,Peru,0
1192,Romantic TV Shows,Philippines,0
1193,Romantic TV Shows,Poland,0
1194,Romantic TV Shows,Portugal,0
1195,Romantic TV Shows,Romania,0
1196,Romantic TV Shows,Russia,1
1197,Romantic TV Shows,Saudi Arabia,0
1198,Romantic TV Shows,Serbia,0
1199,Romantic TV Shows,Singapore,3
1200,Romantic TV Shows,Slovenia,0
1201,Romantic TV Shows,Somalia,0
1202,Romantic TV Shows,South Africa,1
1203,Romantic TV Shows,South Korea,49
1204,Romantic TV Shows,Soviet Union,0
1205,Romantic TV Shows,Spain,8
1206,Romantic TV Shows,Sweden,1
1207,Romantic TV Shows,Switzerland,0
1208,Romantic TV Shows,Taiwan,47
1209,Romantic TV Shows,Thailand,8
1210,Romantic TV Shows,Turkey,5
1211,Romantic TV Shows,United Arab Emirates,0
1212,Romantic TV Shows,United Kingdom,9
1213,Romantic TV Shows,United States,28
1214,Romantic TV Shows,Uruguay,0
1215,Romantic TV Shows,Venezuela,0
1216,Sci-Fi & Fantasy,Argentina,1
1217,Sci-Fi & Fantasy,Australia,6
1218,Sci-Fi & Fantasy,Austria,1
1219,Sci-Fi & Fantasy,Belgium,2
1220,Sci-Fi & Fantasy,Brazil,0
1221,Sci-Fi & Fantasy,Bulgaria,1
1222,Sci-Fi & Fantasy,Cambodia,0
1223,Sci-Fi & Fantasy,Canada,16
1224,Sci-Fi & Fantasy,Chile,0
1225,Sci-Fi & Fantasy,China,11
1226,Sci-Fi & Fantasy,Colombia,1
1227,Sci-Fi & Fantasy,Croatia,0
1228,Sci-Fi & Fantasy,Cyprus,0
1229,Sci-Fi & Fantasy,Czech Republic,2
1230,Sci-Fi & Fantasy,Denmark,0
1231,Sci-Fi & Fantasy,Egypt,0
1232,Sci-Fi & Fantasy,Finland,0
1233,Sci-Fi & Fantasy,France,8
1234,Sci-Fi & Fantasy,Georgia,0
1235,Sci-Fi & Fantasy,Germany,10
1236,Sci-Fi & Fantasy,Ghana,0
1237,Sci-Fi & Fantasy,Hong Kong,3
1238,Sci-Fi & Fantasy,Iceland,1
1239,Sci-Fi & Fantasy,India,11
1240,Sci-Fi & Fantasy,Indonesia,2
1241,Sci-Fi & Fantasy,Iran,0
1242,Sci-Fi & Fantasy,Ireland,0
1243,Sci-Fi & Fantasy,Israel,1
1244,Sci-Fi & Fantasy,Italy,1
1245,Sci-Fi & Fantasy,Japan,8
1246,Sci-Fi & Fantasy,Lebanon,0
1247,Sci-Fi & Fantasy,Malaysia,0
1248,Sci-Fi & Fantasy,Mauritius,0
1249,Sci-Fi & Fantasy,Mexico,3
1250,Sci-Fi & Fantasy,Netherlands,2
1251,Sci-Fi & Fantasy,New Zealand,3
1252,Sci-Fi & Fantasy,Norway,0
1253,Sci-Fi & Fantasy,Pakistan,0
1254,Sci-Fi & Fantasy,Paraguay,0
1255,Sci-Fi & Fantasy,Peru,0
1256,Sci-Fi & Fantasy,Philippines,0
1257,Sci-Fi & Fantasy,Poland,1
1258,Sci-Fi & Fantasy,Portugal,0
1259,Sci-Fi & Fantasy,Romania,1
1260,Sci-Fi & Fantasy,Russia,0
1261,Sci-Fi & Fantasy,Saudi Arabia,0
1262,Sci-Fi & Fantasy,Serbia,2
1263,Sci-Fi & Fantasy,Singapore,1
1264,Sci-Fi & Fantasy,Slovenia,1
1265,Sci-Fi & Fantasy,Somalia,0
1266,Sci-Fi & Fantasy,South Africa,3
1267,Sci-Fi & Fantasy,South Korea,4
1268,Sci-Fi & Fantasy,Soviet Union,1
1269,Sci-Fi & Fantasy,Spain,8
1270,Sci-Fi & Fantasy,Sweden,0
1271,Sci-Fi & Fantasy,Switzerland,1
1272,Sci-Fi & Fantasy,Taiwan,0
1273,Sci-Fi & Fantasy,Thailand,0
1274,Sci-Fi & Fantasy,Turkey,0
1275,Sci-Fi & Fantasy,United Arab Emirates,2
1276,Sci-Fi & Fantasy,United Kingdom,28
1277,Sci-Fi & Fantasy,United States,134
1278,Sci-Fi & Fantasy,Uruguay,0
1279,Sci-Fi & Fantasy,Venezuela,0
1280,Spanish-Language TV Shows,Argentina,14
1281,Spanish-Language TV Shows,Australia,0
1282,Spanish-Language TV Shows,Austria,0
1283,Spanish-Language TV Shows,Belgium,0
1284,Spanish-Language TV Shows,Brazil,1
1285,Spanish-Language TV Shows,Bulgaria,0
1286,Spanish-Language TV Shows,Cambodia,0
1287,Spanish-Language TV Shows,Canada,0
1288,Spanish-Language TV Shows,Chile,4
1289,Spanish-Language TV Shows,China,0
1290,Spanish-Language TV Shows,Colombia,21
1291,Spanish-Language TV Shows,Croatia,0
1292,Spanish-Language TV Shows,Cyprus,0
1293,Spanish-Language TV Shows,Czech Republic,0
1294,Spanish-Language TV Shows,Denmark,0
1295,Spanish-Language TV Shows,Egypt,0
1296,Spanish-Language TV Shows,Finland,0
1297,Spanish-Language TV Shows,France,0
1298,Spanish-Language TV Shows,Georgia,0
1299,Spanish-Language TV Shows,Germany,1
1300,Spanish-Language TV Shows,Ghana,0
1301,Spanish-Language TV Shows,Hong Kong,0
1302,Spanish-Language TV Shows,Iceland,0
1303,Spanish-Language TV Shows,India,0
1304,Spanish-Language TV Shows,Indonesia,0
1305,Spanish-Language TV Shows,Iran,0
1306,Spanish-Language TV Shows,Ireland,0
1307,Spanish-Language TV Shows,Israel,0
1308,Spanish-Language TV Shows,Italy,1
1309,Spanish-Language TV Shows,Japan,1
1310,Spanish-Language TV Shows,Lebanon,0
1311,Spanish-Language TV Shows,Malaysia,0
1312,Spanish-Language TV Shows,Mauritius,0
1313,Spanish-Language TV Shows,Mexico,34
1314,Spanish-Language TV Shows,Netherlands,0
1315,Spanish-Language TV Shows,New Zealand,0
1316,Spanish-Language TV Shows,Norway,0
1317,Spanish-Language TV Shows,Pakistan,0
1318,Spanish-Language TV Shows,Paraguay,0
1319,Spanish-Language TV Shows,Peru,0
1320,Spanish-Language TV Shows,Philippines,0
1321,Spanish-Language TV Shows,Poland,0
1322,Spanish-Language TV Shows,Portugal,0
1323,Spanish-Language TV Shows,Romania,0
1324,Spanish-Language TV Shows,Russia,0
1325,Spanish-Language TV Shows,Saudi Arabia,0
1326,Spanish-Language TV Shows,Serbia,0
1327,Spanish-Language TV Shows,Singapore,0
1328,Spanish-Language TV Shows,Slovenia,0
1329,Spanish-Language TV Shows,Somalia,0
1330,Spanish-Language TV Shows,South Africa,0
1331,Spanish-Language TV Shows,South Korea,1
1332,Spanish-Language TV Shows,Soviet Union,0
1333,Spanish-Language TV Shows,Spain,31
1334,Spanish-Language TV Shows,Sweden,0
1335,Spanish-Language TV Shows,Switzerland,0
1336,Spanish-Language TV Shows,Taiwan,0
1337,Spanish-Language TV Shows,Thailand,0
1338,Spanish-Language TV Shows,Turkey,0
1339,Spanish-Language TV Shows,United Arab Emirates,0
1340,Spanish-Language TV Shows,United Kingdom,1
1341,Spanish-Language TV Shows,United States,25
1342,Spanish-Language TV Shows,Uruguay,0
1343,Spanish-Language TV Shows,Venezuela,0
1344,Sports Movies,Argentina,4
1345,Sports Movies,Australia,7
1346,Sports Movies,Austria,1
1347,Sports Movies,Belgium,0
1348,Sports Movies,Brazil,1
1349,Sports Movies,Bulgaria,0
1350,Sports Movies,Cambodia,0
1351,Sports Movies,Canada,9
1352,Sports Movies,Chile,1
1353,Sports Movies,China,0
1354,Sports Movies,Colombia,0
1355,Sports Movies,Croatia,0
1356,Sports Movies,Cyprus,0
1357,Sports Movies,Czech Republic,1
1358,Sports Movies,Denmark,1
1359,Sports Movies,Egypt,0
1360,Sports Movies,Finland,1
1361,Sports Movies,France,10
1362,Sports Movies,Georgia,0
1363,Sports Movies,Germany,3
1364,Sports Movies,Ghana,0
1365,Sports Movies,Hong Kong,1
1366,Sports Movies,Iceland,0
1367,Sports Movies,India,14
1368,Sports Movies,Indonesia,4
1369,Sports Movies,Iran,0
1370,Sports Movies,Ireland,2
1371,Sports Movies,Israel,1
1372,Sports Movies,Italy,2
1373,Sports Movies,Japan,1
1374,Sports Movies,Lebanon,0
1375,Sports Movies,Malaysia,0
1376,Sports Movies,Mauritius,0
1377,Sports Movies,Mexico,3
1378,Sports Movies,Netherlands,0
1379,Sports Movies,New Zealand,2
1380,Sports Movies,Norway,0
1381,Sports Movies,Pakistan,0
1382,Sports Movies,Paraguay,0
1383,Sports Movies,Peru,1
1384,Sports Movies,Philippines,1
1385,Sports Movies,Poland,0
1386,Sports Movies,Portugal,1
1387,Sports Movies,Romania,0
1388,Sports Movies,Russia,1
1389,Sports Movies,Saudi Arabia,0
1390,Sports Movies,Serbia,0
1391,Sports Movies,Singapore,0
1392,Sports Movies,Slovenia,0
1393,Sports Movies,Somalia,0
1394,Sports Movies,South Africa,1
1395,Sports Movies,South Korea,0
1396,Sports Movies,Soviet Union,0
1397,Sports Movies,Spain,3
1398,Sports Movies,Sweden,0
1399,Sports Movies,Switzerland,0
1400,Sports Movies,Taiwan,1
1401,Sports Movies,Thailand,2
1402,Sports Movies,Turkey,1
1403,Sports Movies,United Arab Emirates,1
1404,Sports Movies,United Kingdom,18
1405,Sports Movies,United States,84
1406,Sports Movies,Uruguay,1
1407,Sports Movies,Venezuela,0
1408,Stand-Up Comedy,Argentina,7
1409,Stand-Up Comedy,Australia,1
1410,Stand-Up Comedy,Austria,0
1411,Stand-Up Comedy,Belgium,0
1412,Stand-Up Comedy,Brazil,6
1413,Stand-Up Comedy,Bulgaria,0
1414,Stand-Up Comedy,Cambodia,0
1415,Stand-Up Comedy,Canada,2
1416,Stand-Up Comedy,Chile,3
1417,Stand-Up Comedy,China,0
1418,Stand-Up Comedy,Colombia,3
1419,Stand-Up Comedy,Croatia,0
1420,Stand-Up Comedy,Cyprus,0
1421,Stand-Up Comedy,Czech Republic,0
1422,Stand-Up Comedy,Denmark,0
1423,Stand-Up Comedy,Egypt,0
1424,Stand-Up Comedy,Finland,0
1425,Stand-Up Comedy,France,4
1426,Stand-Up Comedy,Georgia,0
1427,Stand-Up Comedy,Germany,2
1428,Stand-Up Comedy,Ghana,0
1429,Stand-Up Comedy,Hong Kong,0
1430,Stand-Up Comedy,Iceland,0
1431,Stand-Up Comedy,India,1
1432,Stand-Up Comedy,Indonesia,0
1433,Stand-Up Comedy,Iran,0
1434,Stand-Up Comedy,Ireland,0
1435,Stand-Up Comedy,Israel,0
1436,Stand-Up Comedy,Italy,4
1437,Stand-Up Comedy,Japan,0
1438,Stand-Up Comedy,Lebanon,0
1439,Stand-Up Comedy,Malaysia,0
1440,Stand-Up Comedy,Mauritius,0
1441,Stand-Up Comedy,Mexico,16
1442,Stand-Up Comedy,Netherlands,1
1443,Stand-Up Comedy,New Zealand,0
1444,Stand-Up Comedy,Norway,0
1445,Stand-Up Comedy,Pakistan,0
1446,Stand-Up Comedy,Paraguay,0
1447,Stand-Up Comedy,Peru,0
1448,Stand-Up Comedy,Philippines,0
1449,Stand-Up Comedy,Poland,0
1450,Stand-Up Comedy,Portugal,0
1451,Stand-Up Comedy,Romania,0
1452,Stand-Up Comedy,Russia,0
1453,Stand-Up Comedy,Saudi Arabia,0
1454,Stand-Up Comedy,Serbia,0
1455,Stand-Up Comedy,Singapore,1
1456,Stand-Up Comedy,Slovenia,0
1457,Stand-Up Comedy,Somalia,0
1458,Stand-Up Comedy,South Africa,0
1459,Stand-Up Comedy,South Korea,2
1460,Stand-Up Comedy,Soviet Union,0
1461,Stand-Up Comedy,Spain,0
1462,Stand-Up Comedy,Sweden,0
1463,Stand-Up Comedy,Switzerland,0
1464,Stand-Up Comedy,Taiwan,0
1465,Stand-Up Comedy,Thailand,0
1466,Stand-Up Comedy,Turkey,0
1467,Stand-Up Comedy,United Arab Emirates,0
1468,Stand-Up Comedy,United Kingdom,17
1469,Stand-Up Comedy,United States,186
1470,Stand-Up Comedy,Uruguay,0
1471,Stand-Up Comedy,Venezuela,0
1472,TV Comedies,Argentina,1
1473,TV Comedies,Australia,12
1474,TV Comedies,Austria,1
1475,TV Comedies,Belgium,0
1476,TV Comedies,Brazil,6
1477,TV Comedies,Bulgaria,0
1478,TV Comedies,Cambodia,0
1479,TV Comedies,Canada,28
1480,TV Comedies,Chile,0
1481,TV Comedies,China,9
1482,TV Comedies,Colombia,0
1483,TV Comedies,Croatia,0
1484,TV Comedies,Cyprus,1
1485,TV Comedies,Czech Republic,0
1486,TV Comedies,Denmark,2
1487,TV Comedies,Egypt,2
1488,TV Comedies,Finland,1
1489,TV Comedies,France,17
1490,TV Comedies,Georgia,0
1491,TV Comedies,Germany,3
1492,TV Comedies,Ghana,0
1493,TV Comedies,Hong Kong,1
1494,TV Comedies,Iceland,0
1495,TV Comedies,India,15
1496,TV Comedies,Indonesia,0
1497,TV Comedies,Iran,0
1498,TV Comedies,Ireland,2
1499,TV Comedies,Israel,1
1500,TV Comedies,Italy,2
1501,TV Comedies,Japan,9
1502,TV Comedies,Lebanon,0
1503,TV Comedies,Malaysia,2
1504,TV Comedies,Mauritius,0
1505,TV Comedies,Mexico,3
1506,TV Comedies,Netherlands,1
1507,TV Comedies,New Zealand,0
1508,TV Comedies,Norway,5
1509,TV Comedies,Pakistan,0
1510,TV Comedies,Paraguay,0
1511,TV Comedies,Peru,0
1512,TV Comedies,Philippines,0
1513,TV Comedies,Poland,0
1514,TV Comedies,Portugal,0
1515,TV Comedies,Romania,0
1516,TV Comedies,Russia,2
1517,TV Comedies,Saudi Arabia,0
1518,TV Comedies,Serbia,0
1519,TV Comedies,Singapore,2
1520,TV Comedies,Slovenia,0
1521,TV Comedies,Somalia,0
1522,TV Comedies,South Africa,1
1523,TV Comedies,South Korea,7
1524,TV Comedies,Soviet Union,0
1525,TV Comedies,Spain,5
1526,TV Comedies,Sweden,2
1527,TV Comedies,Switzerland,1
1528,TV Comedies,Taiwan,38
1529,TV Comedies,Thailand,3
1530,TV Comedies,Turkey,2
1531,TV Comedies,United Arab Emirates,0
1532,TV Comedies,United Kingdom,38
1533,TV Comedies,United States,199
1534,TV Comedies,Uruguay,0
1535,TV Comedies,Venezuela,0
1536,TV Dramas,Argentina,2
1537,TV Dramas,Australia,16
1538,TV Dramas,Austria,0
1539,TV Dramas,Belgium,9
1540,TV Dramas,Brazil,8
1541,TV Dramas,Bulgaria,0
1542,TV Dramas,Cambodia,0
1543,TV Dramas,Canada,27
1544,TV Dramas,Chile,3
1545,TV Dramas,China,18
1546,TV Dramas,Colombia,6
1547,TV Dramas,Croatia,1
1548,TV Dramas,Cyprus,0
1549,TV Dramas,Czech Republic,0
1550,TV Dramas,Denmark,6
1551,TV Dramas,Egypt,7
1552,TV Dramas,Finland,2
1553,TV Dramas,France,23
1554,TV Dramas,Georgia,0
1555,TV Dramas,Germany,11
1556,TV Dramas,Ghana,0
1557,TV Dramas,Hong Kong,3
1558,TV Dramas,Iceland,1
1559,TV Dramas,India,21
1560,TV Dramas,Indonesia,1
1561,TV Dramas,Iran,0
1562,TV Dramas,Ireland,7
1563,TV Dramas,Israel,5
1564,TV Dramas,Italy,6
1565,TV Dramas,Japan,20
1566,TV Dramas,Lebanon,7
1567,TV Dramas,Malaysia,1
1568,TV Dramas,Mauritius,1
1569,TV Dramas,Mexico,9
1570,TV Dramas,Netherlands,4
1571,TV Dramas,New Zealand,2
1572,TV Dramas,Norway,6
1573,TV Dramas,Pakistan,3
1574,TV Dramas,Paraguay,0
1575,TV Dramas,Peru,0
1576,TV Dramas,Philippines,1
1577,TV Dramas,Poland,4
1578,TV Dramas,Portugal,0
1579,TV Dramas,Romania,0
1580,TV Dramas,Russia,6
1581,TV Dramas,Saudi Arabia,1
1582,TV Dramas,Serbia,0
1583,TV Dramas,Singapore,7
1584,TV Dramas,Slovenia,0
1585,TV Dramas,Somalia,0
1586,TV Dramas,South Africa,2
1587,TV Dramas,South Korea,17
1588,TV Dramas,Soviet Union,0
1589,TV Dramas,Spain,9
1590,TV Dramas,Sweden,5
1591,TV Dramas,Switzerland,1
1592,TV Dramas,Taiwan,26
1593,TV Dramas,Thailand,10
1594,TV Dramas,Turkey,21
1595,TV Dramas,United Arab Emirates,1
1596,TV Dramas,United Kingdom,27
1597,TV Dramas,United States,196
1598,TV Dramas,Uruguay,0
1599,TV Dramas,Venezuela,0
1600,TV Horror,Argentina,1
1601,TV Horror,Australia,1
1602,TV Horror,Austria,0
1603,TV Horror,Belgium,0
1604,TV Horror,Brazil,0
1605,TV Horror,Bulgaria,0
1606,TV Horror,Cambodia,0
1607,TV Horror,Canada,7
1608,TV Horror,Chile,0
1609,TV Horror,China,0
1610,TV Horror,Colombia,0
1611,TV Horror,Croatia,0
1612,TV Horror,Cyprus,0
1613,TV Horror,Czech Republic,1
1614,TV Horror,Denmark,0
1615,TV Horror,Egypt,0
1616,TV Horror,Finland,0
1617,TV Horror,France,2
1618,TV Horror,Georgia,0
1619,TV Horror,Germany,0
1620,TV Horror,Ghana,0
1621,TV Horror,Hong Kong,0
1622,TV Horror,Iceland,0
1623,TV Horror,India,6
1624,TV Horror,Indonesia,0
1625,TV Horror,Iran,0
1626,TV Horror,Ireland,1
1627,TV Horror,Israel,0
1628,TV Horror,Italy,0
1629,TV Horror,Japan,1
1630,TV Horror,Lebanon,0
1631,TV Horror,Malaysia,0
1632,TV Horror,Mauritius,0
1633,TV Horror,Mexico,0
1634,TV Horror,Netherlands,0
1635,TV Horror,New Zealand,0
1636,TV Horror,Norway,0
1637,TV Horror,Pakistan,0
1638,TV Horror,Paraguay,0
1639,TV Horror,Peru,0
