,genre,country,count
1640,TV Horror,Philippines,0
1641,TV Horror,Poland,0
1642,TV Horror,Portugal,0
1643,TV Horror,Romania,0
1644,TV Horror,Russia,0
1645,TV Horror,Saudi Arabia,0
1646,TV Horror,Serbia,0
1647,TV Horror,Singapore,0
1648,TV Horror,Slovenia,0
1649,TV Horror,Somalia,0
1650,TV Horror,South Africa,0
1651,TV Horror,South Korea,0
1652,TV Horror,Soviet Union,0
1653,TV Horror,Spain,0
1654,TV Horror,Sweden,0
1655,TV Horror,Switzerland,0
1656,TV Horror,Taiwan,1
1657,TV Horror,Thailand,1
1658,TV Horror,Turkey,1
1659,TV Horror,United Arab Emirates,0
1660,TV Horror,United Kingdom,4
1661,TV Horror,United States,30
1662,TV Horror,Uruguay,0
1663,TV Horror,Venezuela,0
1664,Teen TV Shows,Argentina,1
1665,Teen TV Shows,Australia,0
1666,Teen TV Shows,Austria,0
1667,Teen TV Shows,Belgium,0
1668,Teen TV Shows,Brazil,0
1669,Teen TV Shows,Bulgaria,0
1670,Teen TV Shows,Cambodia,0
1671,Teen TV Shows,Canada,1
1672,Teen TV Shows,Chile,0
1673,Teen TV Shows,China,3
1674,Teen TV Shows,Colombia,0
1675,Teen TV Shows,Croatia,0
1676,Teen TV Shows,Cyprus,0
1677,Teen TV Shows,Czech Republic,0
1678,Teen TV Shows,Denmark,0
1679,Teen TV Shows,Egypt,0
1680,Teen TV Shows,Finland,0
1681,Teen TV Shows,France,0
1682,Teen TV Shows,Georgia,0
1683,Teen TV Shows,Germany,0
1684,Teen TV Shows,Ghana,0
1685,Teen TV Shows,Hong Kong,0
1686,Teen TV Shows,Iceland,0
1687,Teen TV Shows,India,1
1688,Teen TV Shows,Indonesia,0
1689,Teen TV Shows,Iran,0
1690,Teen TV Shows,Ireland,0
1691,Teen TV Shows,Israel,0
1692,Teen TV Shows,Italy,1
1693,Teen TV Shows,Japan,11
1694,Teen TV Shows,Lebanon,0
1695,Teen TV Shows,Malaysia,0
1696,Teen TV Shows,Mauritius,0
1697,Teen TV Shows,Mexico,0
1698,Teen TV Shows,Netherlands,0
1699,Teen TV Shows,New Zealand,0
1700,Teen TV Shows,Norway,0
1701,Teen TV Shows,Pakistan,0
1702,Teen TV Shows,Paraguay,0
1703,Teen TV Shows,Peru,0
1704,Teen TV Shows,Philippines,0
1705,Teen TV Shows,Poland,0
1706,Teen TV Shows,Portugal,0
1707,Teen TV Shows,Romania,0
1708,Teen TV Shows,Russia,0
1709,Teen TV Shows,Saudi Arabia,0
1710,Teen TV Shows,Serbia,0
1711,Teen TV Shows,Singapore,0
1712,Teen TV Shows,Slovenia,0
1713,Teen TV Shows,Somalia,0
1714,Teen TV Shows,South Africa,0
1715,Teen TV Shows,South Korea,0
1716,Teen TV Shows,Soviet Union,0
1717,Teen TV Shows,Spain,1
1718,Teen TV Shows,Sweden,0
1719,Teen TV Shows,Switzerland,0
1720,Teen TV Shows,Taiwan,1
1721,Teen TV Shows,Thailand,2
1722,Teen TV Shows,Turkey,0
1723,Teen TV Shows,United Arab Emirates,0
1724,Teen TV Shows,United Kingdom,0
1725,Teen TV Shows,United States,20
1726,Teen TV Shows,Uruguay,0
1727,Teen TV Shows,Venezuela,0
1728,Thrillers,Argentina,5
1729,Thrillers,Australia,8
1730,Thrillers,Austria,1
1731,Thrillers,Belgium,7
1732,Thrillers,Brazil,2
1733,Thrillers,Bulgaria,3
1734,Thrillers,Cambodia,0
1735,Thrillers,Canada,31
1736,Thrillers,Chile,1
1737,Thrillers,China,4
1738,Thrillers,Colombia,0
1739,Thrillers,Croatia,0
1740,Thrillers,Cyprus,0
1741,Thrillers,Czech Republic,1
1742,Thrillers,Denmark,5
1743,Thrillers,Egypt,2
1744,Thrillers,Finland,0
1745,Thrillers,France,23
1746,Thrillers,Georgia,0
1747,Thrillers,Germany,16
1748,Thrillers,Ghana,0
1749,Thrillers,Hong Kong,2
1750,Thrillers,Iceland,1
1751,Thrillers,India,72
1752,Thrillers,Indonesia,0
1753,Thrillers,Iran,1
1754,Thrillers,Ireland,0
1755,Thrillers,Israel,2
1756,Thrillers,Italy,6
1757,Thrillers,Japan,3
1758,Thrillers,Lebanon,0
1759,Thrillers,Malaysia,0
1760,Thrillers,Mauritius,0
1761,Thrillers,Mexico,2
1762,Thrillers,Netherlands,1
1763,Thrillers,New Zealand,0
1764,Thrillers,Norway,3
1765,Thrillers,Pakistan,0
1766,Thrillers,Paraguay,0
1767,Thrillers,Peru,0
1768,Thrillers,Philippines,2
1769,Thrillers,Poland,3
1770,Thrillers,Portugal,0
1771,Thrillers,Romania,2
1772,Thrillers,Russia,0
1773,Thrillers,Saudi Arabia,0
1774,Thrillers,Serbia,0
1775,Thrillers,Singapore,3
1776,Thrillers,Slovenia,0
1777,Thrillers,Somalia,0
1778,Thrillers,South Africa,1
1779,Thrillers,South Korea,11
1780,Thrillers,Soviet Union,0
1781,Thrillers,Spain,28
1782,Thrillers,Sweden,3
1783,Thrillers,Switzerland,1
1784,Thrillers,Taiwan,1
1785,Thrillers,Thailand,2
1786,Thrillers,Turkey,4
1787,Thrillers,United Arab Emirates,4
1788,Thrillers,United Kingdom,43
1789,Thrillers,United States,202
1790,Thrillers,Uruguay,0
1791,Thrillers,Venezuela,0
1792,British TV Shows,Argentina,0
1793,British TV Shows,Australia,3
1794,British TV Shows,Austria,0
1795,British TV Shows,Belgium,0
1796,British TV Shows,Brazil,0
1797,British TV Shows,Bulgaria,0
1798,British TV Shows,Cambodia,0
1799,British TV Shows,Canada,3
1800,British TV Shows,Chile,0
1801,British TV Shows,China,1
1802,British TV Shows,Colombia,0
1803,British TV Shows,Croatia,0
1804,British TV Shows,Cyprus,0
1805,British TV Shows,Czech Republic,1
1806,British TV Shows,Denmark,0
1807,British TV Shows,Egypt,0
1808,British TV Shows,Finland,0
1809,British TV Shows,France,1
1810,British TV Shows,Georgia,0
1811,British TV Shows,Germany,5
1812,British TV Shows,Ghana,0
1813,British TV Shows,Hong Kong,0
1814,British TV Shows,Iceland,0
1815,British TV Shows,India,0
1816,British TV Shows,Indonesia,0
1817,British TV Shows,Iran,0
1818,British TV Shows,Ireland,3
1819,British TV Shows,Israel,0
1820,British TV Shows,Italy,1
1821,British TV Shows,Japan,0
1822,British TV Shows,Lebanon,0
1823,British TV Shows,Malaysia,0
1824,British TV Shows,Mauritius,0
1825,British TV Shows,Mexico,0
1826,British TV Shows,Netherlands,1
1827,British TV Shows,New Zealand,0
1828,British TV Shows,Norway,0
1829,British TV Shows,Pakistan,0
1830,British TV Shows,Paraguay,0
1831,British TV Shows,Peru,0
1832,British TV Shows,Philippines,0
1833,British TV Shows,Poland,0
1834,British TV Shows,Portugal,0
1835,British TV Shows,Romania,0
1836,British TV Shows,Russia,0
1837,British TV Shows,Saudi Arabia,0
1838,British TV Shows,Serbia,0
1839,British TV Shows,Singapore,0
1840,British TV Shows,Slovenia,0
1841,British TV Shows,Somalia,0
1842,British TV Shows,South Africa,1
1843,British TV Shows,South Korea,0
1844,British TV Shows,Soviet Union,0
1845,British TV Shows,Spain,3
1846,British TV Shows,Sweden,0
1847,British TV Shows,Switzerland,0
1848,British TV Shows,Taiwan,0
1849,British TV Shows,Thailand,0
1850,British TV Shows,Turkey,0
1851,British TV Shows,United Arab Emirates,0
1852,British TV Shows,United Kingdom,194
1853,British TV Shows,United States,22
1854,British TV Shows,Uruguay,0
1855,British TV Shows,Venezuela,0
1856,Faith & Spirituality,Argentina,0
1857,Faith & Spirituality,Australia,1
1858,Faith & Spirituality,Austria,0
1859,Faith & Spirituality,Belgium,0
1860,Faith & Spirituality,Brazil,4
1861,Faith & Spirituality,Bulgaria,0
1862,Faith & Spirituality,Cambodia,0
1863,Faith & Spirituality,Canada,2
1864,Faith & Spirituality,Chile,0
1865,Faith & Spirituality,China,1
1866,Faith & Spirituality,Colombia,0
1867,Faith & Spirituality,Croatia,0
1868,Faith & Spirituality,Cyprus,0
1869,Faith & Spirituality,Czech Republic,0
1870,Faith & Spirituality,Denmark,0
1871,Faith & Spirituality,Egypt,0
1872,Faith & Spirituality,Finland,0
1873,Faith & Spirituality,France,2
1874,Faith & Spirituality,Georgia,0
1875,Faith & Spirituality,Germany,1
1876,Faith & Spirituality,Ghana,0
1877,Faith & Spirituality,Hong Kong,0
1878,Faith & Spirituality,Iceland,0
1879,Faith & Spirituality,India,4
1880,Faith & Spirituality,Indonesia,3
1881,Faith & Spirituality,Iran,0
1882,Faith & Spirituality,Ireland,1
1883,Faith & Spirituality,Israel,1
1884,Faith & Spirituality,Italy,1
1885,Faith & Spirituality,Japan,0
1886,Faith & Spirituality,Lebanon,0
1887,Faith & Spirituality,Malaysia,0
1888,Faith & Spirituality,Mauritius,0
1889,Faith & Spirituality,Mexico,0
1890,Faith & Spirituality,Netherlands,0
1891,Faith & Spirituality,New Zealand,0
1892,Faith & Spirituality,Norway,0
1893,Faith & Spirituality,Pakistan,0
1894,Faith & Spirituality,Paraguay,0
1895,Faith & Spirituality,Peru,0
1896,Faith & Spirituality,Philippines,0
1897,Faith & Spirituality,Poland,0
1898,Faith & Spirituality,Portugal,0
1899,Faith & Spirituality,Romania,0
1900,Faith & Spirituality,Russia,0
1901,Faith & Spirituality,Saudi Arabia,0
1902,Faith & Spirituality,Serbia,0
1903,Faith & Spirituality,Singapore,0
1904,Faith & Spirituality,Slovenia,0
1905,Faith & Spirituality,Somalia,0
1906,Faith & Spirituality,South Africa,1
1907,Faith & Spirituality,South Korea,0
1908,Faith & Spirituality,Soviet Union,0
1909,Faith & Spirituality,Spain,2
1910,Faith & Spirituality,Sweden,0
1911,Faith & Spirituality,Switzerland,1
1912,Faith & Spirituality,Taiwan,0
1913,Faith & Spirituality,Thailand,3
1914,Faith & Spirituality,Turkey,0
1915,Faith & Spirituality,United Arab Emirates,0
1916,Faith & Spirituality,United Kingdom,3
1917,Faith & Spirituality,United States,28
1918,Faith & Spirituality,Uruguay,0
1919,Faith & Spirituality,Venezuela,0
1920,LGBTQ Movies,Argentina,0
1921,LGBTQ Movies,Australia,2
1922,LGBTQ Movies,Austria,0
1923,LGBTQ Movies,Belgium,3
1924,LGBTQ Movies,Brazil,2
1925,LGBTQ Movies,Bulgaria,0
1926,LGBTQ Movies,Cambodia,0
1927,LGBTQ Movies,Canada,2
1928,LGBTQ Movies,Chile,0
1929,LGBTQ Movies,China,0
1930,LGBTQ Movies,Colombia,0
1931,LGBTQ Movies,Croatia,0
1932,LGBTQ Movies,Cyprus,0
1933,LGBTQ Movies,Czech Republic,0
1934,LGBTQ Movies,Denmark,1
1935,LGBTQ Movies,Egypt,0
1936,LGBTQ Movies,Finland,0
1937,LGBTQ Movies,France,1
1938,LGBTQ Movies,Georgia,0
1939,LGBTQ Movies,Germany,2
1940,LGBTQ Movies,Ghana,0
1941,LGBTQ Movies,Hong Kong,0
1942,LGBTQ Movies,Iceland,0
1943,LGBTQ Movies,India,2
1944,LGBTQ Movies,Indonesia,0
1945,LGBTQ Movies,Iran,0
1946,LGBTQ Movies,Ireland,0
1947,LGBTQ Movies,Israel,0
1948,LGBTQ Movies,Italy,1
1949,LGBTQ Movies,Japan,1
1950,LGBTQ Movies,Lebanon,0
1951,LGBTQ Movies,Malaysia,0
1952,LGBTQ Movies,Mauritius,0
1953,LGBTQ Movies,Mexico,1
1954,LGBTQ Movies,Netherlands,2
1955,LGBTQ Movies,New Zealand,0
1956,LGBTQ Movies,Norway,0
1957,LGBTQ Movies,Pakistan,0
1958,LGBTQ Movies,Paraguay,0
1959,LGBTQ Movies,Peru,0
1960,LGBTQ Movies,Philippines,0
1961,LGBTQ Movies,Poland,0
1962,LGBTQ Movies,Portugal,0
1963,LGBTQ Movies,Romania,0
1964,LGBTQ Movies,Russia,0
1965,LGBTQ Movies,Saudi Arabia,0
1966,LGBTQ Movies,Serbia,0
1967,LGBTQ Movies,Singapore,0
1968,LGBTQ Movies,Slovenia,0
1969,LGBTQ Movies,Somalia,0
1970,LGBTQ Movies,South Africa,0
1971,LGBTQ Movies,South Korea,0
1972,LGBTQ Movies,Soviet Union,0
1973,LGBTQ Movies,Spain,3
1974,LGBTQ Movies,Sweden,0
1975,LGBTQ Movies,Switzerland,0
1976,LGBTQ Movies,Taiwan,0
1977,LGBTQ Movies,Thailand,3
1978,LGBTQ Movies,Turkey,0
1979,LGBTQ Movies,United Arab Emirates,0
1980,LGBTQ Movies,United Kingdom,4
1981,LGBTQ Movies,United States,39
1982,LGBTQ Movies,Uruguay,0
1983,LGBTQ Movies,Venezuela,0
1984,Science & Nature TV,Argentina,0
1985,Science & Nature TV,Australia,6
1986,Science & Nature TV,Austria,0
1987,Science & Nature TV,Belgium,0
1988,Science & Nature TV,Brazil,1
1989,Science & Nature TV,Bulgaria,0
1990,Science & Nature TV,Cambodia,0
1991,Science & Nature TV,Canada,4
1992,Science & Nature TV,Chile,0
1993,Science & Nature TV,China,0
1994,Science & Nature TV,Colombia,0
1995,Science & Nature TV,Croatia,0
1996,Science & Nature TV,Cyprus,0
1997,Science & Nature TV,Czech Republic,1
1998,Science & Nature TV,Denmark,0
1999,Science & Nature TV,Egypt,0
2000,Science & Nature TV,Finland,0
2001,Science & Nature TV,France,1
2002,Science & Nature TV,Georgia,0
2003,Science & Nature TV,Germany,2
2004,Science & Nature TV,Ghana,0
2005,Science & Nature TV,Hong Kong,0
2006,Science & Nature TV,Iceland,0
2007,Science & Nature TV,India,0
2008,Science & Nature TV,Indonesia,0
2009,Science & Nature TV,Iran,0
2010,Science & Nature TV,Ireland,0
2011,Science & Nature TV,Israel,0
2012,Science & Nature TV,Italy,0
2013,Science & Nature TV,Japan,0
2014,Science & Nature TV,Lebanon,0
2015,Science & Nature TV,Malaysia,0
2016,Science & Nature TV,Mauritius,0
2017,Science & Nature TV,Mexico,0
2018,Science & Nature TV,Netherlands,0
2019,Science & Nature TV,New Zealand,0
2020,Science & Nature TV,Norway,1
2021,Science & Nature TV,Pakistan,0
2022,Science & Nature TV,Paraguay,0
2023,Science & Nature TV,Peru,0
2024,Science & Nature TV,Philippines,0
2025,Science & Nature TV,Poland,0
2026,Science & Nature TV,Portugal,0
2027,Science & Nature TV,Romania,0
2028,Science & Nature TV,Russia,1
2029,Science & Nature TV,Saudi Arabia,0
2030,Science & Nature TV,Serbia,0
2031,Science & Nature TV,Singapore,0
2032,Science & Nature TV,Slovenia,0
2033,Science & Nature TV,Somalia,0
2034,Science & Nature TV,South Africa,0
2035,Science & Nature TV,South Korea,0
2036,Science & Nature TV,Soviet Union,0
2037,Science & Nature TV,Spain,1
2038,Science & Nature TV,Sweden,0
2039,Science & Nature TV,Switzerland,0
2040,Science & Nature TV,Taiwan,0
2041,Science & Nature TV,Thailand,0
2042,Science & Nature TV,Turkey,0
2043,Science & Nature TV,United Arab Emirates,0
2044,Science & Nature TV,United Kingdom,25
2045,Science & Nature TV,United States,31
2046,Science & Nature TV,Uruguay,0
2047,Science & Nature TV,Venezuela,0
2048,TV Action & Adventure,Argentina,0
2049,TV Action & Adventure,Australia,1
2050,TV Action & Adventure,Austria,0
2051,TV Action & Adventure,Belgium,1
2052,TV Action & Adventure,Brazil,0
2053,TV Action & Adventure,Bulgaria,0
2054,TV Action & Adventure,Cambodia,0
2055,TV Action & Adventure,Canada,8
2056,TV Action & Adventure,Chile,0
2057,TV Action & Adventure,China,6
2058,TV Action & Adventure,Colombia,2
2059,TV Action & Adventure,Croatia,0
2060,TV Action & Adventure,Cyprus,0
2061,TV Action & Adventure,Czech Republic,0
2062,TV Action & Adventure,Denmark,0
2063,TV Action & Adventure,Egypt,0
2064,TV Action & Adventure,Finland,0
2065,TV Action & Adventure,France,3
2066,TV Action & Adventure,Georgia,0
2067,TV Action & Adventure,Germany,0
2068,TV Action & Adventure,Ghana,0
2069,TV Action & Adventure,Hong Kong,0
2070,TV Action & Adventure,Iceland,0
2071,TV Action & Adventure,India,4
2072,TV Action & Adventure,Indonesia,0
2073,TV Action & Adventure,Iran,0
2074,TV Action & Adventure,Ireland,1
2075,TV Action & Adventure,Israel,3
2076,TV Action & Adventure,Italy,0
2077,TV Action & Adventure,Japan,4
2078,TV Action & Adventure,Lebanon,0
2079,TV Action & Adventure,Malaysia,0
2080,TV Action & Adventure,Mauritius,0
2081,TV Action & Adventure,Mexico,6
2082,TV Action & Adventure,Netherlands,0
2083,TV Action & Adventure,New Zealand,2
2084,TV Action & Adventure,Norway,0
2085,TV Action & Adventure,Pakistan,0
2086,TV Action & Adventure,Paraguay,0
2087,TV Action & Adventure,Peru,0
2088,TV Action & Adventure,Philippines,0
2089,TV Action & Adventure,Poland,1
2090,TV Action & Adventure,Portugal,0
2091,TV Action & Adventure,Romania,0
2092,TV Action & Adventure,Russia,1
2093,TV Action & Adventure,Saudi Arabia,0
2094,TV Action & Adventure,Serbia,0
2095,TV Action & Adventure,Singapore,0
2096,TV Action & Adventure,Slovenia,0
2097,TV Action & Adventure,Somalia,0
2098,TV Action & Adventure,South Africa,0
2099,TV Action & Adventure,South Korea,9
2100,TV Action & Adventure,Soviet Union,0
2101,TV Action & Adventure,Spain,3
2102,TV Action & Adventure,Sweden,0
2103,TV Action & Adventure,Switzerland,0
2104,TV Action & Adventure,Taiwan,3
2105,TV Action & Adventure,Thailand,2
2106,TV Action & Adventure,Turkey,5
2107,TV Action & Adventure,United Arab Emirates,0
2108,TV Action & Adventure,United Kingdom,6
2109,TV Action & Adventure,United States,77
2110,TV Action & Adventure,Uruguay,0
2111,TV Action & Adventure,Venezuela,0
2112,TV Mysteries,Argentina,0
2113,TV Mysteries,Australia,1
2114,TV Mysteries,Austria,0
2115,TV Mysteries,Belgium,1
2116,TV Mysteries,Brazil,1
2117,TV Mysteries,Bulgaria,0
2118,TV Mysteries,Cambodia,0
2119,TV Mysteries,Canada,6
2120,TV Mysteries,Chile,0
2121,TV Mysteries,China,1
2122,TV Mysteries,Colombia,0
2123,TV Mysteries,Croatia,0
2124,TV Mysteries,Cyprus,0
2125,TV Mysteries,Czech Republic,0
2126,TV Mysteries,Denmark,1
2127,TV Mysteries,Egypt,1
2128,TV Mysteries,Finland,0
2129,TV Mysteries,France,2
2130,TV Mysteries,Georgia,0
2131,TV Mysteries,Germany,0
2132,TV Mysteries,Ghana,0
2133,TV Mysteries,Hong Kong,0
2134,TV Mysteries,Iceland,0
2135,TV Mysteries,India,3
2136,TV Mysteries,Indonesia,0
2137,TV Mysteries,Iran,0
2138,TV Mysteries,Ireland,1
2139,TV Mysteries,Israel,0
2140,TV Mysteries,Italy,0
2141,TV Mysteries,Japan,3
2142,TV Mysteries,Lebanon,1
2143,TV Mysteries,Malaysia,0
2144,TV Mysteries,Mauritius,0
2145,TV Mysteries,Mexico,0
2146,TV Mysteries,Netherlands,0
2147,TV Mysteries,New Zealand,0
2148,TV Mysteries,Norway,0
2149,TV Mysteries,Pakistan,0
2150,TV Mysteries,Paraguay,0
2151,TV Mysteries,Peru,0
2152,TV Mysteries,Philippines,0
2153,TV Mysteries,Poland,1
2154,TV Mysteries,Portugal,0
2155,TV Mysteries,Romania,0
2156,TV Mysteries,Russia,0
2157,TV Mysteries,Saudi Arabia,0
2158,TV Mysteries,Serbia,0
2159,TV Mysteries,Singapore,0
2160,TV Mysteries,Slovenia,0
2161,TV Mysteries,Somalia,0
2162,TV Mysteries,South Africa,0
2163,TV Mysteries,South Korea,0
2164,TV Mysteries,Soviet Union,0
2165,TV Mysteries,Spain,0
2166,TV Mysteries,Sweden,0
2167,TV Mysteries,Switzerland,0
2168,TV Mysteries,Taiwan,1
2169,TV Mysteries,Thailand,3
2170,TV Mysteries,Turkey,2
2171,TV Mysteries,United Arab Emirates,0
2172,TV Mysteries,United Kingdom,3
2173,TV Mysteries,United States,46
2174,TV Mysteries,Uruguay,0
2175,TV Mysteries,Venezuela,0
2176,TV Sci-Fi & Fantasy,Argentina,0
2177,TV Sci-Fi & Fantasy,Australia,2
2178,TV Sci-Fi & Fantasy,Austria,0
2179,TV Sci-Fi & Fantasy,Belgium,1
2180,TV Sci-Fi & Fantasy,Brazil,1
2181,TV Sci-Fi & Fantasy,Bulgaria,0
2182,TV Sci-Fi & Fantasy,Cambodia,0
2183,TV Sci-Fi & Fantasy,Canada,5
2184,TV Sci-Fi & Fantasy,Chile,0
2185,TV Sci-Fi & Fantasy,China,3
2186,TV Sci-Fi & Fantasy,Colombia,0
2187,TV Sci-Fi & Fantasy,Croatia,0
2188,TV Sci-Fi & Fantasy,Cyprus,0
2189,TV Sci-Fi & Fantasy,Czech Republic,0
2190,TV Sci-Fi & Fantasy,Denmark,0
2191,TV Sci-Fi & Fantasy,Egypt,1
2192,TV Sci-Fi & Fantasy,Finland,0
2193,TV Sci-Fi & Fantasy,France,1
2194,TV Sci-Fi & Fantasy,Georgia,0
2195,TV Sci-Fi & Fantasy,Germany,0
2196,TV Sci-Fi & Fantasy,Ghana,0
2197,TV Sci-Fi & Fantasy,Hong Kong,0
2198,TV Sci-Fi & Fantasy,Iceland,0
2199,TV Sci-Fi & Fantasy,India,3
2200,TV Sci-Fi & Fantasy,Indonesia,0
2201,TV Sci-Fi & Fantasy,Iran,0
2202,TV Sci-Fi & Fantasy,Ireland,0
2203,TV Sci-Fi & Fantasy,Israel,0
2204,TV Sci-Fi & Fantasy,Italy,0
2205,TV Sci-Fi & Fantasy,Japan,0
2206,TV Sci-Fi & Fantasy,Lebanon,0
2207,TV Sci-Fi & Fantasy,Malaysia,0
2208,TV Sci-Fi & Fantasy,Mauritius,0
2209,TV Sci-Fi & Fantasy,Mexico,1
2210,TV Sci-Fi & Fantasy,Netherlands,0
2211,TV Sci-Fi & Fantasy,New Zealand,3
2212,TV Sci-Fi & Fantasy,Norway,0
2213,TV Sci-Fi & Fantasy,Pakistan,0
2214,TV Sci-Fi & Fantasy,Paraguay,0
2215,TV Sci-Fi & Fantasy,Peru,0
2216,TV Sci-Fi & Fantasy,Philippines,0
2217,TV Sci-Fi & Fantasy,Poland,0
2218,TV Sci-Fi & Fantasy,Portugal,0
2219,TV Sci-Fi & Fantasy,Romania,0
2220,TV Sci-Fi & Fantasy,Russia,0
2221,TV Sci-Fi & Fantasy,Saudi Arabia,0
2222,TV Sci-Fi & Fantasy,Serbia,0
2223,TV Sci-Fi & Fantasy,Singapore,0
2224,TV Sci-Fi & Fantasy,Slovenia,0
2225,TV Sci-Fi & Fantasy,Somalia,0
2226,TV Sci-Fi & Fantasy,South Africa,0
2227,TV Sci-Fi & Fantasy,South Korea,0
2228,TV Sci-Fi & Fantasy,Soviet Union,0
2229,TV Sci-Fi & Fantasy,Spain,0
2230,TV Sci-Fi & Fantasy,Sweden,0
2231,TV Sci-Fi & Fantasy,Switzerland,0
2232,TV Sci-Fi & Fantasy,Taiwan,1
2233,TV Sci-Fi & Fantasy,Thailand,0
2234,TV Sci-Fi & Fantasy,Turkey,0
2235,TV Sci-Fi & Fantasy,United Arab Emirates,0
2236,TV Sci-Fi & Fantasy,United Kingdom,3
2237,TV Sci-Fi & Fantasy,United States,52
2238,TV Sci-Fi & Fantasy,Uruguay,0
2239,TV Sci-Fi & Fantasy,Venezuela,0
2240,TV Thrillers,Argentina,0
2241,TV Thrillers,Australia,2
2242,TV Thrillers,Austria,0
2243,TV Thrillers,Belgium,0
2244,TV Thrillers,Brazil,0
2245,TV Thrillers,Bulgaria,0
2246,TV Thrillers,Cambodia,0
2247,TV Thrillers,Canada,5
2248,TV Thrillers,Chile,0
2249,TV Thrillers,China,0
2250,TV Thrillers,Colombia,0
2251,TV Thrillers,Croatia,0
2252,TV Thrillers,Cyprus,0
2253,TV Thrillers,Czech Republic,1
2254,TV Thrillers,Denmark,0
2255,TV Thrillers,Egypt,0
2256,TV Thrillers,Finland,0
2257,TV Thrillers,France,3
2258,TV Thrillers,Georgia,0
2259,TV Thrillers,Germany,0
2260,TV Thrillers,Ghana,0
2261,TV Thrillers,Hong Kong,0
2262,TV Thrillers,Iceland,0
2263,TV Thrillers,India,3
2264,TV Thrillers,Indonesia,0
2265,TV Thrillers,Iran,0
2266,TV Thrillers,Ireland,0
2267,TV Thrillers,Israel,0
2268,TV Thrillers,Italy,0
2269,TV Thrillers,Japan,4
2270,TV Thrillers,Lebanon,0
2271,TV Thrillers,Malaysia,0
2272,TV Thrillers,Mauritius,0
2273,TV Thrillers,Mexico,0
2274,TV Thrillers,Netherlands,0
2275,TV Thrillers,New Zealand,1
2276,TV Thrillers,Norway,2
2277,TV Thrillers,Pakistan,0
2278,TV Thrillers,Paraguay,0
2279,TV Thrillers,Peru,0
2280,TV Thrillers,Philippines,0
2281,TV Thrillers,Poland,0
2282,TV Thrillers,Portugal,0
2283,TV Thrillers,Romania,0
2284,TV Thrillers,Russia,0
2285,TV Thrillers,Saudi Arabia,0
2286,TV Thrillers,Serbia,0
2287,TV Thrillers,Singapore,0
2288,TV Thrillers,Slovenia,0
2289,TV Thrillers,Somalia,0
2290,TV Thrillers,South Africa,0
2291,TV Thrillers,South Korea,1
2292,TV Thrillers,Soviet Union,0
2293,TV Thrillers,Spain,0
2294,TV Thrillers,Sweden,1
2295,TV Thrillers,Switzerland,0
2296,TV Thrillers,Taiwan,1
2297,TV Thrillers,Thailand,1
2298,TV Thrillers,Turkey,2
2299,TV Thrillers,United Arab Emirates,0
2300,TV Thrillers,United Kingdom,3
2301,TV Thrillers,United States,23
2302,TV Thrillers,Uruguay,0
2303,TV Thrillers,Venezuela,0
2304,Stand-Up Comedy & Talk Shows,Argentina,0
2305,Stand-Up Comedy & Talk Shows,Australia,0
2306,Stand-Up Comedy & Talk Shows,Austria,0
2307,Stand-Up Comedy & Talk Shows,Belgium,0
2308,Stand-Up Comedy & Talk Shows,Brazil,1
2309,Stand-Up Comedy & Talk Shows,Bulgaria,0
2310,Stand-Up Comedy & Talk Shows,Cambodia,0
2311,Stand-Up Comedy & Talk Shows,Canada,0
2312,Stand-Up Comedy & Talk Shows,Chile,0
2313,Stand-Up Comedy & Talk Shows,China,0
2314,Stand-Up Comedy & Talk Shows,Colombia,0
2315,Stand-Up Comedy & Talk Shows,Croatia,0
2316,Stand-Up Comedy & Talk Shows,Cyprus,0
2317,Stand-Up Comedy & Talk Shows,Czech Republic,0
2318,Stand-Up Comedy & Talk Shows,Denmark,0
2319,Stand-Up Comedy & Talk Shows,Egypt,0
2320,Stand-Up Comedy & Talk Shows,Finland,0
2321,Stand-Up Comedy & Talk Shows,France,0
2322,Stand-Up Comedy & Talk Shows,Georgia,0
2323,Stand-Up Comedy & Talk Shows,Germany,0
2324,Stand-Up Comedy & Talk Shows,Ghana,0
2325,Stand-Up Comedy & Talk Shows,Hong Kong,0
2326,Stand-Up Comedy & Talk Shows,Iceland,0
2327,Stand-Up Comedy & Talk Shows,India,1
2328,Stand-Up Comedy & Talk Shows,Indonesia,0
2329,Stand-Up Comedy & Talk Shows,Iran,0
2330,Stand-Up Comedy & Talk Shows,Ireland,0
2331,Stand-Up Comedy & Talk Shows,Israel,0
2332,Stand-Up Comedy & Talk Shows,Italy,0
2333,Stand-Up Comedy & Talk Shows,Japan,1
2334,Stand-Up Comedy & Talk Shows,Lebanon,0
2335,Stand-Up Comedy & Talk Shows,Malaysia,0
2336,Stand-Up Comedy & Talk Shows,Mauritius,0
2337,Stand-Up Comedy & Talk Shows,Mexico,1
2338,Stand-Up Comedy & Talk Shows,Netherlands,0
2339,Stand-Up Comedy & Talk Shows,New Zealand,0
2340,Stand-Up Comedy & Talk Shows,Norway,0
2341,Stand-Up Comedy & Talk Shows,Pakistan,0
2342,Stand-Up Comedy & Talk Shows,Paraguay,0
2343,Stand-Up Comedy & Talk Shows,Peru,0
2344,Stand-Up Comedy & Talk Shows,Philippines,0
2345,Stand-Up Comedy & Talk Shows,Poland,0
